,original_ref,rxn_ref,retro_template,count
816,R96,R82,([c:4]-[O:3]-[CH2:1]-[c:2])>>(Cl-[CH2:1]-[c:2]).([OH:3]-[c:4]),628
817,R96,R82,([C:3]-[O:4]-[CH2:1]-[c:2])>>(Br-[CH2:1]-[c:2]).([C:3]-[OH:4]),607
818,R96,R82,([c:2]:[c:1](:[c:3])-[O:4]-[c:5])>>(I-[c:1](:[c:2]):[c:3]).([OH:4]-[c:5]),517
819,R96,R82,([c:5]-[O:4]-[c:1](:[c:2]):[n:3])>>(Br-[c:1](:[c:2]):[n:3]).([OH:4]-[c:5]),473
820,R96,R82,([c:5]-[O:4]-[c:1](:[n:2]):[n:3])>>(Cl-[c:1](:[n:2]):[n:3]).([OH:4]-[c:5]),423
821,R96,R82,([c:4]-[O:3]-[CH2:1]-[c:2])>>(Br-[CH2:1]-[c:2]).([OH:3]-[c:4]),240
822,R96,R82,([C:2]-[CH:1](-[C:3])-[O:4]-[c:5])>>(Br-[CH:1](-[C:2])-[C:3]).([OH:4]-[c:5]),186
823,R96,R82,([C:4]-[O:5]-[c:1](:[n:2]):[n:3])>>(Br-[c:1](:[n:2]):[n:3]).([C:4]-[OH:5]),178
824,R96,R82,([C:2]-[CH:1](-[C:3])-[O:5]-[C:4])>>(Cl-[CH:1](-[C:2])-[C:3]).([C:4]-[OH:5]),174
825,R96,R82,([C:2]-[CH:1](-[C:3])-[O:5]-[C:4])>>(Br-[CH:1](-[C:2])-[C:3]).([C:4]-[OH:5]),170
826,R96,R82,([C:2]-[C:1](-[C:3])(-[c:4])-[O:6]-[C:5])>>(Cl-[C:1](-[C:2])(-[C:3])-[c:4]).([C:5]-[OH:6]),162
827,R96,R82,([C:4]-[O:5]-[c:1](:[c:2]):[n:3])>>(I-[c:1](:[c:2]):[n:3]).([C:4]-[OH:5]),161
828,R96,R82,([C:2]-[CH2:1]-[O:3]-[c:4])>>(I-[CH2:1]-[C:2]).([OH:3]-[c:4]),142
829,R96,R82,([C:2]-[CH:1](-[C:3])-[O:4]-[c:5])>>(Cl-[CH:1](-[C:2])-[C:3]).([OH:4]-[c:5]),139
830,R96,R82,([C:2]-[C:1](-[C:3])(-[c:4])-[O:6]-[C:5])>>(Br-[C:1](-[C:2])(-[C:3])-[c:4]).([C:5]-[OH:6]),134
831,R96,R82,([C:2]-[CH:1](-[c:3])-[O:4]-[c:5])>>(Cl-[CH:1](-[C:2])-[c:3]).([OH:4]-[c:5]),128
832,R96,R82,([C:2]-[CH:1](-[c:3])-[O:5]-[C:4])>>(Br-[CH:1](-[C:2])-[c:3]).([C:4]-[OH:5]),126
833,R96,R82,([C:2]-[CH:1](-[c:3])-[O:5]-[C:4])>>(Cl-[CH:1](-[C:2])-[c:3]).([C:4]-[OH:5]),123
834,R96,R82,([c:5]-[O:4]-[c:1](:[n:2]):[n:3])>>(Br-[c:1](:[n:2]):[n:3]).([OH:4]-[c:5]),115
835,R96,R82,([C:3]-[O:4]-[CH2:1]-[C:2])>>(I-[CH2:1]-[C:2]).([C:3]-[OH:4]),113
836,R96,R82,([C:2]-[C:1](-[C:3])(-[C:4])-[O:6]-[C:5])>>(Br-[C:1](-[C:2])(-[C:3])-[C:4]).([C:5]-[OH:6]),106
837,R96,R82,([C:2]-[CH:1](-[c:3])-[O:4]-[c:5])>>(Br-[CH:1](-[C:2])-[c:3]).([OH:4]-[c:5]),103
838,R96,R82,([C:4]-[O:5]-[c:1](:[c:2]):[o:3])>>(Br-[c:1](:[c:2]):[o:3]).([C:4]-[OH:5]),99
839,R96,R82,([C:2]-[C:1](-[C:3])(-[c:4])-[O:5]-[c:6])>>(Cl-[C:1](-[C:2])(-[C:3])-[c:4]).([OH:5]-[c:6]),99
840,R96,R82,([C:2]-[C:1](-[C:3])(-[C:4])-[O:6]-[C:5])>>(Cl-[C:1](-[C:2])(-[C:3])-[C:4]).([C:5]-[OH:6]),92
841,R96,R82,([c:5]-[O:4]-[c:1](:[c:2]):[n:3])>>(I-[c:1](:[c:2]):[n:3]).([OH:4]-[c:5]),75
842,R97,R83,([C:4]-[O:5]-[C:1](=[O:2])-[c:3])>>(O-[C:1](=[O:2])-[c:3]).([C:4]-[OH:5]),14464
843,R97,R83,([C:4]-[O:5]-[C:1](-[C:2])=[O:3])>>(O-[C:1](-[C:2])=[O:3]).([C:4]-[OH:5]),10469
844,R97,R83,([C:2]-[C:1](=[O:3])-[O:4]-[c:5])>>(O-[C:1](-[C:2])=[O:3]).([OH:4]-[c:5]),10453
845,R97,R83,([O:2]=[C:1](-[c:3])-[O:4]-[c:5])>>(O-[C:1](=[O:2])-[c:3]).([OH:4]-[c:5]),9053
846,R97,R83,([C:2]-[C:1](=[O:3])-[S:4]-[c:5])>>(O-[C:1](-[C:2])=[O:3]).([SH:4]-[c:5]),2466
847,R97,R83,([O:2]=[C:1](-[c:3])-[S:4]-[c:5])>>(O-[C:1](=[O:2])-[c:3]).([SH:4]-[c:5]),2149
848,R97,R83,([C:4]-[O:5]-[C:1](-[C:2])=[O:3])>>(Cl-[C:1](-[C:2])=[O:3]).([C:4]-[OH:5]),1592
849,R97,R83,([C:2]-[C:1](=[O:3])-[O:4]-[c:5])>>(Cl-[C:1](-[C:2])=[O:3]).([OH:4]-[c:5]),953
850,R97,R83,([C:4]-[S:5]-[C:1](=[O:2])-[c:3])>>(O-[C:1](=[O:2])-[c:3]).([C:4]-[SH:5]),430
851,R97,R83,([C:4]-[S:5]-[C:1](-[C:2])=[O:3])>>(O-[C:1](-[C:2])=[O:3]).([C:4]-[SH:5]),410
852,R97,R83,([C:4]-[O:5]-[C:1](=[O:2])-[c:3])>>([O-]-[C:1](=[O:2])-[c:3]).([C:4]-[OH:5]),383
853,R97,R83,([C:4]-[O:5]-[C:2](-[C:1])=[O:3])>>([C:1]-[C:2](-[O-])=[O:3]).([C:4]-[OH:5]),259
854,R97,R83,([C:1]-[C:2](=[O:3])-[O:4]-[c:5])>>([C:1]-[C:2](-[O-])=[O:3]).([OH:4]-[c:5]),258
855,R97,R83,([O:2]=[C:1](-[c:3])-[O:4]-[c:5])>>([O-]-[C:1](=[O:2])-[c:3]).([OH:4]-[c:5]),220
856,R97,R83,([C:4]-[O:5]-[C:1](=[O:2])-[c:3])>>(Cl-[C:1](=[O:2])-[c:3]).([C:4]-[OH:5]),178
857,R97,R83,([C:2]-[C:1](=[O:3])-[S:4]-[c:5])>>(Cl-[C:1](-[C:2])=[O:3]).([SH:4]-[c:5]),170
858,R97,R83,([O:2]=[C:1](-[c:3])-[O:4]-[c:5])>>(Cl-[C:1](=[O:2])-[c:3]).([OH:4]-[c:5]),108
859,R98,R84,([C:3]-[N:4](-[C:5])-[CH2:1]-[c:2])>>(O=[CH:1]-[c:2]).([C:3]-[NH:4]-[C:5]),5227
860,R98,R84,([C:2]-[CH:1](-[c:3])-[NH:4]-[c:5])>>(O=[C:1](-[C:2])-[c:3]).([NH2:4]-[c:5]),5130
861,R98,R84,([c:4]-[NH:3]-[CH2:1]-[c:2])>>(O=[CH:1]-[c:2]).([NH2:3]-[c:4]),4179
862,R98,R84,([C:3]-[NH:4]-[CH2:1]-[c:2])>>(O=[CH:1]-[c:2]).([C:3]-[NH2:4]),4175
863,R98,R84,([C:3]-[N:4](-[c:5])-[CH2:1]-[c:2])>>(O=[CH:1]-[c:2]).([C:3]-[NH:4]-[c:5]),4170
864,R98,R84,([C:2]-[CH:1](-[C:3])-[NH:4]-[c:5])>>(O=[C:1](-[C:2])-[C:3]).([NH2:4]-[c:5]),4147
865,R98,R84,([C:2]-[C:1](-[C:3])-[NH:5]-[C:4])>>(O=[C:1](-[C:2])-[C:3]).([C:4]-[NH2:5]),4089
866,R98,R84,([C:2]-[C:1](-[c:3])-[NH:5]-[C:4])>>(O=[C:1](-[C:2])-[c:3]).([C:4]-[NH2:5]),3879
867,R98,R84,([C:2]-[C:1](-[C:3])-[N:5](-[C:4])-[C:6])>>(O=[C:1](-[C:2])-[C:3]).([C:4]-[NH:5]-[C:6]),3140
868,R98,R84,([C:2]-[C:1](-[c:3])-[N:5](-[C:4])-[C:6])>>(O=[C:1](-[C:2])-[c:3]).([C:4]-[NH:5]-[C:6]),2892
869,R98,R84,([C:4]-[N:5](-[c:6])-[CH:1](-[C:2])-[c:3])>>(O=[C:1](-[C:2])-[c:3]).([C:4]-[NH:5]-[c:6]),2045
870,R98,R84,([C:2]-[CH:1](-[C:3])-[N:5](-[C:4])-[c:6])>>(O=[C:1](-[C:2])-[C:3]).([C:4]-[NH:5]-[c:6]),1547
871,R98,R84,([C:4]-[NH:5]-[C:1](-[c:2])-[c:3])>>(O=[C:1](-[c:2])-[c:3]).([C:4]-[NH2:5]),1187
872,R98,R84,([C:2]-[CH2:1]-[NH:3]-[c:4])>>(O=[CH:1]-[C:2]).([NH2:3]-[c:4]),1015
873,R98,R84,([C:4]-[N:5](-[C:6])-[C:1](-[c:2])-[c:3])>>(O=[C:1](-[c:2])-[c:3]).([C:4]-[NH:5]-[C:6]),971
874,R98,R84,([c:2]-[C:1](-[c:3])-[NH:4]-[c:5])>>(O=[C:1](-[c:2])-[c:3]).([NH2:4]-[c:5]),871
875,R98,R84,([C:2]-[CH:1](-[c:3])-[N:5](-[c:4])-[c:6])>>(O=[C:1](-[C:2])-[c:3]).([c:4]-[NH:5]-[c:6]),663
876,R98,R84,([C:3]-[N:4](-[C:5])-[CH2:1]-[C:2])>>(O=[CH:1]-[C:2]).([C:3]-[NH:4]-[C:5]),653
877,R98,R84,([C:2]-[CH:1](-[C:3])-[N:5](-[c:4])-[c:6])>>(O=[C:1](-[C:2])-[C:3]).([c:4]-[NH:5]-[c:6]),582
878,R98,R84,([C:3]-[N:4](-[c:5])-[CH2:1]-[C:2])>>(O=[CH:1]-[C:2]).([C:3]-[NH:4]-[c:5]),555
879,R98,R84,([c:3]-[N:4](-[c:5])-[CH2:1]-[c:2])>>(O=[CH:1]-[c:2]).([c:3]-[NH:4]-[c:5]),524
880,R98,R84,([C:3]-[NH:4]-[CH2:1]-[C:2])>>(O=[CH:1]-[C:2]).([C:3]-[NH2:4]),485
881,R98,R84,([C:4]-[N:5](-[c:6])-[CH:1](-[c:2])-[c:3])>>(O=[C:1](-[c:2])-[c:3]).([C:4]-[NH:5]-[c:6]),442
882,R98,R84,([C:2]-[CH2:1]-[N:4](-[c:3])-[c:5])>>(O=[CH:1]-[C:2]).([c:3]-[NH:4]-[c:5]),149
883,R99,R85,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[c:6])>>(Br-[c:1](:[c:2]):[c:3]).(C-C1(-C)-O-B(-[c:4](:[c:5]):[c:6])-O-C-1(-C)-C),5784
884,R99,R85,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[c:6])>>(Br-[c:1](:[c:2]):[c:3]).(O-B(-O)-[c:4](:[c:5]):[c:6]),3578
885,R99,R85,([C:5]=[CH:4]-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).(C-C1(-C)-O-B(-[CH:4]=[C:5])-O-C-1(-C)-C),607
886,R99,R85,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[n:6])>>(Br-[c:1](:[c:2]):[c:3]).(C-C1(-C)-O-B(-[c:4](:[c:5]):[n:6])-O-C-1(-C)-C),579
887,R99,R85,([c:5]:[c:4](:[c:6])-[c:1](:[c:2]):[n:3])>>(Br-[c:1](:[c:2]):[n:3]).(C-C1(-C)-O-B(-[c:4](:[c:5]):[c:6])-O-C-1(-C)-C),426
888,R99,R85,([C:5]=[C:4](-[C:6])-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).(C-C1(-C)-O-B(-[C:4](=[C:5])-[C:6])-O-C-1(-C)-C),394
889,R99,R85,([C:5]-[CH2:4]-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).(C-C1(-C)-O-B(-[CH2:4]-[C:5])-O-C-1(-C)-C),382
890,R99,R85,([c:2]:[c:1](:[c:3])-[CH:4]1-[C:5]-[C:6]-1)>>(Br-[c:1](:[c:2]):[c:3]).(C-C1(-C)-O-B(-[CH:4]2-[C:5]-[C:6]-2)-O-C-1(-C)-C),380
891,R99,R85,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[s:6])>>(Br-[c:1](:[c:2]):[c:3]).(C-C1(-C)-O-B(-[c:4](:[c:5]):[s:6])-O-C-1(-C)-C),279
892,R99,R85,([c:5]:[c:4](:[c:6])-[c:1](:[c:2]):[n:3])>>(Br-[c:1](:[c:2]):[n:3]).(O-B(-O)-[c:4](:[c:5]):[c:6]),270
893,R99,R85,([C:5]-[CH:4](-[C:6])-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).(C-C1(-C)-O-B(-[CH:4](-[C:5])-[C:6])-O-C-1(-C)-C),239
894,R99,R85,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[s:6])>>(Br-[c:1](:[c:2]):[c:3]).(O-B(-O)-[c:4](:[c:5]):[s:6]),132
895,R99,R85,([C:5]-[CH2:4]-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).(O-B(-O)-[CH2:4]-[C:5]),127
896,R99,R85,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[o:6])>>(Br-[c:1](:[c:2]):[c:3]).(C-C1(-C)-O-B(-[c:4](:[c:5]):[o:6])-O-C-1(-C)-C),125
897,R99,R85,([c:5]:[c:4](:[c:6])-[c:1](:[c:2]):[s:3])>>(Br-[c:1](:[c:2]):[s:3]).(C-C1(-C)-O-B(-[c:4](:[c:5]):[c:6])-O-C-1(-C)-C),124
898,R99,R85,([c:5]:[c:4](:[c:6])-[c:1](:[n:2]):[s:3])>>(Br-[c:1](:[n:2]):[s:3]).(C-C1(-C)-O-B(-[c:4](:[c:5]):[c:6])-O-C-1(-C)-C),102
899,R99,R85,([c:5]:[c:4](:[c:6])-[c:1](:[c:2]):[s:3])>>(Br-[c:1](:[c:2]):[s:3]).(O-B(-O)-[c:4](:[c:5]):[c:6]),87
900,R99,R85,([c:5]:[c:4](:[c:6])-[c:1](:[n:2]):[n:3])>>(Br-[c:1](:[n:2]):[n:3]).(C-C1(-C)-O-B(-[c:4](:[c:5]):[c:6])-O-C-1(-C)-C),78
901,R99,R85,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[o:6])>>(Br-[c:1](:[c:2]):[c:3]).(O-B(-O)-[c:4](:[c:5]):[o:6]),74
902,R99,R85,([C:5]-[C:4]1(-[c:1](:[c:2]):[c:3])-[C:6]-[C:7]-1)>>(Br-[c:1](:[c:2]):[c:3]).(C-C1(-C)-O-B(-[C:4]2(-[C:5])-[C:6]-[C:7]-2)-O-C-1(-C)-C),71
903,R99,R85,([c:2]:[c:1](:[c:3])-[CH2:4]-[c:5])>>(Br-[c:1](:[c:2]):[c:3]).(C-C1(-C)-O-B(-[CH2:4]-[c:5])-O-C-1(-C)-C),68
904,R99,R85,([c:5]:[c:4](:[c:6])-[c:1](:[n:2]):[n:3])>>(Br-[c:1](:[n:2]):[n:3]).(O-B(-O)-[c:4](:[c:5]):[c:6]),56
905,R99,R85,([c:5]:[c:4](:[c:6])-[c:1](:[n:2]):[s:3])>>(Br-[c:1](:[n:2]):[s:3]).(O-B(-O)-[c:4](:[c:5]):[c:6]),54
906,R99,R85,([c:2]:[c:1](:[c:3])-[CH2:4]-[c:5])>>(Br-[c:1](:[c:2]):[c:3]).(O-B(-O)-[CH2:4]-[c:5]),52
907,R99,R85,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[n:6])>>(Br-[c:1](:[c:2]):[c:3]).(O-[B-](-O)(-O)-[c:4](:[c:5]):[n:6]),47
908,R99,R85,([C:5]=[CH:4]-[c:1](:[c:2]):[n:3])>>(Br-[c:1](:[c:2]):[n:3]).(C-C1(-C)-O-B(-[CH:4]=[C:5])-O-C-1(-C)-C),43
909,R99,R85,([c:2]:[c:1](:[o:3])-[c:4](:[c:5]):[c:6])>>(Br-[c:1](:[c:2]):[o:3]).(C-C1(-C)-O-B(-[c:4](:[c:5]):[c:6])-O-C-1(-C)-C),40
910,R99,R85,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[n:6])>>(Br-[c:1](:[c:2]):[c:3]).(O-B(-O)-[c:4](:[c:5]):[n:6]),36
911,R99,R85,([C:5]-[CH:4](-[C:6])-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).(O-B(-O)-[CH:4](-[C:5])-[C:6]),35
912,R99,R85,([c:5]:[c:4](:[c:6])-[c:1](:[c:2]):[o:3])>>(Br-[c:1](:[c:2]):[o:3]).(O-B(-O)-[c:4](:[c:5]):[c:6]),33
913,R99,R85,([C:5]=[C:4](-[C:6])-[c:1](:[c:2]):[n:3])>>(Br-[c:1](:[c:2]):[n:3]).(C-C1(-C)-O-B(-[C:4](=[C:5])-[C:6])-O-C-1(-C)-C),31
914,R99,R85,([C:5]=[CH:4]-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).(O-B(-O)-[CH:4]=[C:5]),30
915,R99,R85,([C:5]-[CH2:4]-[c:1](:[c:2]):[n:3])>>(Br-[c:1](:[c:2]):[n:3]).(C-C1(-C)-O-B(-[CH2:4]-[C:5])-O-C-1(-C)-C),30
916,R99,R85,([c:2]:[c:1](:[n:3])-[CH:4]1-[C:5]-[C:6]-1)>>(Br-[c:1](:[c:2]):[n:3]).(C-C1(-C)-O-B(-[CH:4]2-[C:5]-[C:6]-2)-O-C-1(-C)-C),30
917,R99,R85,([C:5]-[C:4](=[C:6])-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).(C-C1(-C)-O-B(-[C:4](-[C:5])=[C:6])-O-C-1(-C)-C),28
918,R99,R85,([c:5]:[c:4](:[n:6])-[c:1](:[c:2]):[n:3])>>(Br-[c:1](:[c:2]):[n:3]).(C-C1(-C)-O-B(-[c:4](:[c:5]):[n:6])-O-C-1(-C)-C),27
919,R99,R85,([C:5]-[C:4](-[C:6])(-[C:7])-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).(C-C1(-C)-O-B(-[C:4](-[C:5])(-[C:6])-[C:7])-O-C-1(-C)-C),26
920,R99,R85,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[c:6])>>(Br-[c:1](:[c:2]):[c:3]).(C-N1-C-C(=O)-O-B(-[c:4](:[c:5]):[c:6])-O-C(=O)-C-1),21
921,R99,R85,([C:5]-[CH:4](-[C:6])-[c:1](:[c:2]):[n:3])>>(Br-[c:1](:[c:2]):[n:3]).(C-C1(-C)-O-B(-[CH:4](-[C:5])-[C:6])-O-C-1(-C)-C),21
922,R100,R86,([C:3]=[C:2]-[c:1])>>([cH:1]).(O=[C:2]-[CH:3]),20127
923,R101,R87,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[c:6])>>(Br-[c:1](:[c:2]):[c:3]).(Br-[c:4](:[c:5]):[c:6]),11587
924,R101,R87,([C:5]-[CH2:4]-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).(Br-[CH2:4]-[C:5]),1629
925,R101,R87,([C:2]-[CH2:1]-[c:3](:[c:4]):[c:5])>>(Br-[CH2:1]-[C:2]).(Br-[c:3](:[c:4]):[c:5]),1559
926,R101,R87,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[c:6])>>(Br-[c:1](:[c:2]):[c:3]).(I-[c:4](:[c:5]):[c:6]),1425
927,R101,R87,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[c:6])>>(I-[c:1](:[c:2]):[c:3]).(Br-[c:4](:[c:5]):[c:6]),1283
928,R101,R87,([c:5]:[c:4](:[c:6])-[c:1](:[c:2]):[n:3])>>(Br-[c:1](:[c:2]):[n:3]).(Br-[c:4](:[c:5]):[c:6]),1172
929,R101,R87,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[n:6])>>(Br-[c:1](:[c:2]):[c:3]).(Br-[c:4](:[c:5]):[n:6]),1056
930,R101,R87,([C:2]-[CH:1](-[C:3])-[c:4](:[c:5]):[c:6])>>(Br-[CH:1](-[C:2])-[C:3]).(Br-[c:4](:[c:5]):[c:6]),420
931,R101,R87,([C:5]-[CH:4](-[C:6])-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).(Br-[CH:4](-[C:5])-[C:6]),402
932,R101,R87,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[s:6])>>(Br-[c:1](:[c:2]):[c:3]).(Br-[c:4](:[c:5]):[s:6]),385
933,R101,R87,([c:5]:[c:4](:[c:6])-[c:1](:[c:2]):[s:3])>>(Br-[c:1](:[c:2]):[s:3]).(Br-[c:4](:[c:5]):[c:6]),373
934,R101,R87,([C:2]-[CH2:1]-[c:3](:[c:4]):[c:5])>>(I-[CH2:1]-[C:2]).(Br-[c:3](:[c:4]):[c:5]),300
935,R101,R87,([C:5]-[CH2:4]-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).(I-[CH2:4]-[C:5]),287
936,R101,R87,([c:2]:[c:1](:[c:3])-[c:4](:[n:5]):[n:6])>>(Br-[c:1](:[c:2]):[c:3]).(Br-[c:4](:[n:5]):[n:6]),274
937,R101,R87,([c:5]:[c:4](:[c:6])-[c:1](:[n:2]):[n:3])>>(Br-[c:1](:[n:2]):[n:3]).(Br-[c:4](:[c:5]):[c:6]),258
938,R101,R87,([c:5]:[c:4](:[c:6])-[c:1](:[n:2]):[s:3])>>(Br-[c:1](:[n:2]):[s:3]).(Br-[c:4](:[c:5]):[c:6]),250
939,R101,R87,([c:2]:[c:1](:[c:3])-[c:4](:[n:5]):[s:6])>>(Br-[c:1](:[c:2]):[c:3]).(Br-[c:4](:[n:5]):[s:6]),248
940,R101,R87,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[n:6])>>(Br-[c:1](:[c:2]):[c:3]).(I-[c:4](:[c:5]):[n:6]),209
941,R101,R87,([C:5]-[CH2:4]-[c:1](:[c:2]):[c:3])>>(I-[c:1](:[c:2]):[c:3]).(Br-[CH2:4]-[C:5]),206
942,R101,R87,([C:2]-[CH2:1]-[c:3](:[c:4]):[c:5])>>(Br-[CH2:1]-[C:2]).(I-[c:3](:[c:4]):[c:5]),199
943,R101,R87,([c:5]:[c:4](:[c:6])-[c:1](:[c:2]):[n:3])>>(I-[c:1](:[c:2]):[n:3]).(Br-[c:4](:[c:5]):[c:6]),193
944,R101,R87,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[c:6])>>(I-[c:1](:[c:2]):[c:3]).(I-[c:4](:[c:5]):[c:6]),151
945,R101,R87,([c:5]:[c:4](:[c:6])-[c:1](:[c:2]):[n:3])>>(Br-[c:1](:[c:2]):[n:3]).(I-[c:4](:[c:5]):[c:6]),143
946,R101,R87,([C:2]-[CH2:1]-[c:3](:[c:4]):[n:5])>>(Br-[CH2:1]-[C:2]).(Br-[c:3](:[c:4]):[n:5]),137
947,R101,R87,([C:5]-[CH2:4]-[c:1](:[c:2]):[n:3])>>(Br-[c:1](:[c:2]):[n:3]).(Br-[CH2:4]-[C:5]),133
948,R101,R87,([C:5]-[C:4](-[C:6])(-[C:7])-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).(Br-[C:4](-[C:5])(-[C:6])-[C:7]),123
949,R101,R87,([C:2]-[C:1](-[C:3])(-[C:4])-[c:5](:[c:6]):[c:7])>>(Br-[C:1](-[C:2])(-[C:3])-[C:4]).(Br-[c:5](:[c:6]):[c:7]),119
950,R101,R87,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[o:6])>>(Br-[c:1](:[c:2]):[c:3]).(Br-[c:4](:[c:5]):[o:6]),109
951,R101,R87,([c:2]:[c:1](:[c:3])-[c:4](:[c:5]):[n:6])>>(I-[c:1](:[c:2]):[c:3]).(Br-[c:4](:[c:5]):[n:6]),105
952,R101,R87,([c:5]:[c:4](:[c:6])-[c:1](:[c:2]):[o:3])>>(Br-[c:1](:[c:2]):[o:3]).(Br-[c:4](:[c:5]):[c:6]),102
953,R101,R87,([C:4]-[CH2:3]-[CH2:1]-[C:2])>>(Br-[CH2:1]-[C:2]).(Br-[CH2:3]-[C:4]),97
954,R101,R87,([c:5]:[c:4](:[n:6])-[c:1](:[c:2]):[n:3])>>(Br-[c:1](:[c:2]):[n:3]).(Br-[c:4](:[c:5]):[n:6]),89
955,R101,R87,([C:2]=[C:1](-[C:3])-[c:4](:[c:5]):[c:6])>>(Br-[C:1](=[C:2])-[C:3]).(Br-[c:4](:[c:5]):[c:6]),89
956,R101,R87,([C:5]=[C:4](-[C:6])-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).(Br-[C:4](=[C:5])-[C:6]),82
957,R101,R87,([c:2]:[c:1](:[c:3])-[c:4](:[n:5]):[o:6])>>(Br-[c:1](:[c:2]):[c:3]).(Br-[c:4](:[n:5]):[o:6]),59
958,R101,R87,([C:5]-[CH2:4]-[c:1](:[c:2]):[s:3])>>(Br-[c:1](:[c:2]):[s:3]).(Br-[CH2:4]-[C:5]),55
959,R101,R87,([c:5]:[c:4](:[c:6])-[c:1](:[c:2]):[s:3])>>(Br-[c:1](:[c:2]):[s:3]).(I-[c:4](:[c:5]):[c:6]),55
960,R101,R87,([c:2]:[c:1](:[c:3])-[CH:4]1-[C:5]-[C:6]-1)>>(Br-[c:1](:[c:2]):[c:3]).(Br-[CH:4]1-[C:5]-[C:6]-1),54
961,R101,R87,([C:5]-[CH:4](-[C:6])-[c:1](:[c:2]):[c:3])>>(I-[c:1](:[c:2]):[c:3]).(Br-[CH:4](-[C:5])-[C:6]),51
962,R101,R87,([c:2]:[c:1](:[c:3])-[c:4](:[n:5]):[n:6])>>(Br-[c:1](:[c:2]):[c:3]).(I-[c:4](:[n:5]):[n:6]),48
963,R101,R87,([C:2]-[C:1](=[C:3])-[c:4](:[c:5]):[c:6])>>(Br-[C:1](-[C:2])=[C:3]).(Br-[c:4](:[c:5]):[c:6]),48
964,R101,R87,([c:5]:[c:4](:[c:6])-[c:1](:[n:2]):[o:3])>>(Br-[c:1](:[n:2]):[o:3]).(Br-[c:4](:[c:5]):[c:6]),44
965,R101,R87,([C:5]-[CH2:4]-[c:1](:[c:2]):[c:3])>>(I-[c:1](:[c:2]):[c:3]).(I-[CH2:4]-[C:5]),44
966,R101,R87,([C:5]-[CH:4](-[C:6])-[c:1](:[c:2]):[c:3])>>(Br-[c:1](:[c:2]):[c:3]).(I-[CH:4](-[C:5])-[C:6]),42
967,R101,R87,([C:2]-[CH2:1]-[c:3](:[c:4]):[s:5])>>(Br-[CH2:1]-[C:2]).(Br-[c:3](:[c:4]):[s:5]),42
968,R101,R87,([C:2]-[CH:1](-[C:3])-[c:4](:[c:5]):[c:6])>>(Br-[CH:1](-[C:2])-[C:3]).(I-[c:4](:[c:5]):[c:6]),41
969,R101,R87,([c:5]:[c:4](:[c:6])-[CH:1]1-[C:2]-[C:3]-1)>>(Br-[CH:1]1-[C:2]-[C:3]-1).(Br-[c:4](:[c:5]):[c:6]),40
970,R101,R87,([c:5]:[c:4](:[c:6])-[c:1](:[n:2]):[n:3])>>(Br-[c:1](:[n:2]):[n:3]).(I-[c:4](:[c:5]):[c:6]),40
971,R101,R87,([c:2]:[c:1](:[c:3])-[c:4](:[n:5]):[n:6])>>(I-[c:1](:[c:2]):[c:3]).(Br-[c:4](:[n:5]):[n:6]),39
972,R102,R88,([C:1]-[N:2](-[C:3])-[CH2:4]-[C:5])>>([C:1]-[NH:2]-[C:3]).(O-[CH2:4]-[C:5]),4569
